value,xtick
37.81132700973487,150
38.37109422440804,151
37.36615522778508,152
37.81821297331388,153
38.882726042121234,154
38.00895818818666,155
37.77405955869545,156
39.32302894408545,157
37.1150705496203,158
39.65513647144879,159
36.792774790865835,160
37.40257494479928,161
36.29387608955085,162
37.22371775400527,163
35.42360731911947,164
32.517404054432326,165
29.990096234496697,166
30.552008486621475,167
32.43518852788673,168
35.21421639814063,169
34.421853945238425,170
34.421853945238425,171
34.421853945238425,172
32.77660381219332,173
34.05608327860879,174
36.38824736368371,175
34.944042037727506,176
34.87147785236186,177
33.777429264672705,178
33.83582808037651,179
37.170638596591566,180
33.532117585151056,181
33.532117585151056,182
34.13761744587715,183
34.13761744587715,184
32.763590167603645,185
32.763590167603645,186
32.27196964414909,187
31.33643888373939,188
31.33643888373939,189
31.33643888373939,190
29.510576275062174,191
31.257396259805223,192
30.252781618877055,193
29.671815764751624,194
30.57179436612738,195
30.57179436612738,196
30.22536105216624,197
26.749350122859784,198
32.72355236908046,199
31.92112486337139,200
30.851706771406246,201
30.832340815398723,202
30.832340815398723,203
30.771417168697393,204
29.978559872983396,205
29.978559872983396,206
30.60619585736306,207
29.90175306618895,208
29.581604837872536,209
36.160010846950584,210
34.91382720481787,211
31.888170144109797,212
31.09404649427307,213
31.001551687823625,214
31.653506992561212,215
27.90711946285902,216
32.350494889421135,217
31.745456511424063,218
31.14041813342698,219
30.5353797554299,220
33.73134459593227,221
33.12630621793519,222
25.01125605863073,223
28.90471750720833,224
28.90471750720833,225
24.310061263453473,226
27.089359387678847,227
29.70977389164529,228
30.126937044253843,229
31.461282191511412,230
31.461282191511412,231
31.95529658770444,232
31.95529658770444,233
32.477955178910165,234
32.807146760404926,235
32.807146760404926,236
32.807146760404926,237
32.3688158964448,238
33.75846652486093,239
33.75846652486093,240
29.459514210936057,241
35.197297105471996,242
35.197297105471996,243
35.197297105471996,244
36.44278540414955,245
37.12686932290828,246
37.12686932290828,247
36.27101614403279,248
36.47387415072116,249
36.47387415072116,250
35.884812106958904,251
35.884812106958904,252
35.884812106958904,253
35.880435478308335,254
34.597668481815674,255
34.023045488321785,256
34.023045488321785,257
33.156730565242064,258
32.663378794837456,259
33.74181557231093,260
33.74181557231093,261
33.74181557231093,262
31.90957740774501,263
32.55110728492121,264
32.55110728492121,265
33.913684835731054,266
33.913684835731054,267
33.913684835731054,268
33.913684835731054,269
36.74472701131503,270
36.74472701131503,271
34.036458384428386,272
38.59910698671033,273
38.59910698671033,274
35.8276500463633,275
38.89974160279041,276
38.89974160279041,277
37.28915757093154,278
37.00403596091333,279
37.00403596091333,280
35.472630368426344,281
35.53015632878194,282
35.53015632878194,283
33.59720227170737,284
33.25993851271933,285
33.25993851271933,286
30.468346344810264,287
31.52170504717781,288
31.52170504717781,289
29.973285506447326,290
31.320635960936347,291
31.320635960936347,292
31.738588343224567,293
32.00302092816439,294
32.00302092816439,295
33.06455316932051,296
34.15449278710321,297
34.15449278710321,298
35.6583292352299,299
35.583744280449274,300
35.583744280449274,301
33.62447432104261,302
36.3185751449055,303
36.40007894763437,304
30.945841124453736,305
31.001699113786955,306
34.812244109398335,307
34.812244109398335,308
31.1900316858765,309
30.396306468272336,310
29.602581250668173,311
25.240228378027947,312
58.41595910189109,313
61.905888752902705,314
63.00669306344562,315
67.19664045965575,316
66.30268666997063,317
70.78796479653933,318
72.60318541560922,319
77.94631681276113,320
72.88468623237874,321
76.15531691080552,322
77.61485668273423,323
85.79511735505925,324
90.50779806830501,325
93.72855171610827,326
96.00446843909465,327
108.87434125534637,328
115.08280977574093,329
107.59982455801642,330
115.0563067755789,331
120.36509803926025,332
122.07140301793955,333
125.24946722435732,334
124.91434864416563,335
137.1164391070102,336
141.04974372911104,337
145.16726277328445,338
145.5610844748717,339
164.03465374569535,340
168.337239857197,341
170.35503746801413,342
175.27151619994146,343
180.84752806086215,344
181.48211679685204,345
165.3822284319793,346
183.9088107684338,347
194.47955736309694,348
186.35693502828178,349
193.05535173922993,350
194.2476119073735,351
181.13540786242658,352
168.64518768435218,353
191.18908428678571,354
190.2091746462072,355
187.67992682689786,356
195.37935297284096,357
200.7357514701027,358
189.65634953553547,359
174.4005213150535,360
183.70385697822437,361
186.0062688823483,362
190.53631099339478,363
174.52495321268478,364
174.5375676092037,365
166.96907929326892,366
169.3018283716715,367
170.18273518339223,368
171.33228630527236,369
167.2632324000518,370
148.74544578214199,371
148.8291576593615,372
149.63876200158072,373
152.29448563216113,374
152.29448563216113,375
151.3920081167393,376
140.46264932158365,377
125.92348386661638,378
131.6595175355265,379
130.89232524276466,380
131.08187905921793,381
124.69569450907937,382
124.68416074795154,383
127.60541782696029,384
130.11118378921276,385
126.18874037933297,386
120.80231576254732,387
112.99291397216881,388
111.52118985424676,389
103.259330293574,390
102.94050851216359,391
101.50025203803416,392
103.34495162638656,393
90.41185813265382,394
78.82324344007498,395
83.96051987197191,396
86.18416502909872,397
82.45155154512088,398
85.08271146722683,399
87.40637716446811,400
87.40637716446811,401
86.18775452923921,402
86.22663839538201,403
83.09518750217141,404
83.44051745209944,405
81.18576550512012,406
70.69705194216364,407
75.57205957989171,408
83.92302211811804,409
83.11977201652216,410
85.14726079764066,411
85.14726079764066,412
85.07120405667918,413
78.74409864918145,414
77.300761042399,415
77.300761042399,416
76.16679030999295,417
80.4701140133171,418
75.87799582090963,419
64.30577148460684,420
63.686584733525294,421
69.34824097975998,422
68.73965117281693,423
54.266978951054114,424
56.73175993693631,425
63.83689146227777,426
63.841600144152764,427
64.88651557965936,428
64.97035416771114,429
68.87296393234743,430
66.42834907006336,431
64.56535972149453,432
70.79370994535927,433
69.13683808548762,434
77.91764139894102,435
81.17216070253222,436
87.55821514574508,437
97.94211213542577,438
99.26266550597329,439
103.97294769902089,440
106.2469704264948,441
107.21846215386229,442
115.48646960414804,443
128.92770546845642,444
130.40138471729034,445
136.9951684686888,446
138.58715666079897,447
135.96469231333467,448
133.33981562291473,449
154.59210445034532,450
153.42495041458412,451
151.60204651644213,452
152.01849105382345,453
145.6391173441658,454
157.77550720532915,455
153.38090050415562,456
145.50058756528344,457
146.62720681474002,458
145.28433776619264,459
149.24792955752665,460
144.99127663633354,461
125.936566771541,462
116.95780016078704,463
114.42720055299205,464
106.09885900619767,465
103.00689623697806,466
104.9250927295303,467
95.93260620968404,468
89.04246500139604,469
83.94600208940216,470
71.80825204425923,471
73.1267773943081,472
70.55824857345061,473
54.502817258463445,474
57.37569352127189,475
52.86549297592719,476
51.49452188949254,477
48.200119048544096,478
51.65404493850862,479
53.11520767896821,480
42.46665760734474,481
42.23219890861521,482
44.679226014850705,483
43.96998672429623,484
42.35046192566089,485
43.43275822937714,486
36.811512984547726,487
33.77417404061811,488
35.09000334174691,489
35.09000334174691,490
34.849627080625275,491
34.849627080625275,492
32.2009725163462,493
36.06504887550671,494
36.06504887550671,495
32.84909523877729,496
35.47190192947805,497
35.47190192947805,498
37.53351851340063,499
36.934774941804775,500
36.934774941804775,501
36.934774941804775,502
35.66443245494689,503
40.288749957740855,504
40.288749957740855,505
39.22632315491484,506
42.74165479767917,507
43.43606909538993,508
46.18263591189712,509
45.95745927626296,510
51.87194713520092,511
52.55427292436113,512
51.82545411249555,513
53.9966964529023,514
58.944881090229416,515
62.426572529487714,516
68.68940233299769,517
71.74467186615625,518
73.36996274272914,519
69.61262704229458,520
81.10402332376972,521
91.66239626036445,522
108.93387438968459,523
112.87366412575182,524
119.79244525076736,525
121.33188610579802,526
138.99405951071162,527
150.09477951430955,528
153.37800789661088,529
160.41280740071582,530
166.85577932444036,531
165.79959093902931,532
164.61568489183287,533
169.10664952201597,534
161.62369491189193,535
159.19096262362297,536
167.88200950598,537
162.68185925841624,538
187.10216619662992,539
188.5036516641006,540
188.66365390215006,541
185.91643706720046,542
178.6842409115875,543
167.1528679847283,544
139.73001178407083,545
133.4940718125777,546
155.81308300098328,547
159.8404161544879,548
157.28916821129133,549
158.52473712590674,550
163.77229715576019,551
182.53066603648517,552
178.95559499692288,553
189.9231349402807,554
190.5996362425281,555
182.52786134773828,556
205.39756081868651,557
201.8074155654371,558
195.50897724565837,559
201.11402725930225,560
199.01082598690124,561
195.8323904517849,562
170.41360115646856,563
180.35012064286184,564
197.3740624587067,565
199.8565564979003,566
197.94347364407844,567
193.95418710618878,568
