value,xtick
23.948690684491083,150
23.368980235078933,151
23.814305490103727,152
24.011009607006063,153
23.332811705559138,154
21.619113589071233,155
19.022153859203307,156
15.880932601985672,157
12.619829822617358,158
9.66984080663225,159
7.410351585015874,160
6.129377680856116,161
6.000189315112692,162
7.072246249088149,163
9.274365441185253,164
12.428044695533407,165
16.268865480069586,166
20.47389815123141,167
24.736747981703704,168
28.55648733789182,169
31.612533169043754,170
33.52090657160385,171
34.17431994080761,172
34.2637691303578,173
33.615593134482566,174
32.520929231497256,175
32.24389071467883,176
31.9396799466329,177
32.62148068389034,178
33.216231878344864,179
34.08346571347023,180
35.36395043704587,181
36.87110661906203,182
39.67533086101937,183
43.54247587791997,184
46.20197824764068,185
48.73375377855639,186
51.206288568519994,187
52.47013328852186,188
53.698613660384595,189
55.049535781771745,190
56.30625575339263,191
56.688601350202916,192
56.27727121149657,193
54.98407802454508,194
53.366102441122074,195
51.43788115674197,196
48.86060455262754,197
45.461108248696966,198
41.30927475719552,199
36.13707279452852,200
31.474231388232983,201
27.123703793433506,202
23.0869638330841,203
19.56360609246822,204
16.499005153109195,205
13.818212817868334,206
11.828052978745449,207
10.160735722238018,208
8.457058662089453,209
7.3503155961228686,210
6.6508850479010055,211
7.29420801437848,212
7.481554820336546,213
7.337917294202843,214
6.560900415850527,215
5.501950781434375,216
4.452576835983943,217
4.389217189654777,218
3.712196705461341,219
3.4994191008088955,220
3.517702168235119,221
3.3266542695987082,222
2.4364533419071934,223
4.024404318503315,224
6.109144159320082,225
8.103476156924462,226
9.020690239835757,227
9.19797734376319,228
8.52408297103518,229
8.463673841618762,230
8.306832199440516,231
8.79444617816832,232
8.397177993517225,233
8.116179795137445,234
8.142924858538546,235
9.980732245444191,236
12.991989550702034,237
16.840943717222807,238
21.03565678810887,239
25.4386219862618,240
29.15802715895353,241
33.59493910378517,242
37.64101434648583,243
40.39021129040533,244
41.877260459875885,245
42.35166139794296,246
41.55333035723191,247
40.119681916604556,248
38.24491800278674,249
36.55680428674362,250
34.93692842135566,251
34.336611113488985,252
35.53909476408764,253
38.43055931440032,254
42.259882523150885,255
46.065668881304475,256
49.46512118897385,257
54.58618094152129,258
59.437577151692906,259
64.57408042598978,260
68.60088869414315,261
69.61620289336427,262
70.83163859209249,263
71.75237880629888,264
71.86241507065489,265
71.36273164711696,266
69.1014279000009,267
65.71462110092558,268
62.6926708082164,269
61.390849606936875,270
62.92551289121303,271
64.3145142262982,272
67.02306177193393,273
71.51374338590371,274
77.41906473566108,275
85.9990341651152,276
96.56799150961783,277
106.17678596224995,278
115.35253107365902,279
123.86134064872286,280
130.0915503052304,281
134.4730944711157,282
137.16368882520905,283
137.79298910473696,284
136.15746782289943,285
133.22728417494605,286
128.73719185473433,287
122.8630264138512,288
116.0629986991283,289
108.86631486161122,290
102.6699419799183,291
97.40792658944243,292
91.84042627802535,293
87.03877520925012,294
81.95947261314942,295
75.38103303169251,296
71.0491996724144,297
68.01757086860407,298
65.05397951313824,299
61.94209244777256,300
58.80282447754421,301
54.99584039831619,302
52.136024624777185,303
50.673985433352094,304
51.475335580967524,305
51.12310091446406,306
50.70816655886594,307
49.55886788725686,308
48.02530982429329,309
46.64809982817639,310
45.7197299255324,311
43.62840323560069,312
41.556816999008156,313
39.53964437780651,314
36.859835376339674,315
34.206888847597895,316
31.876766111641242,317
29.434921896735204,318
27.403040133689508,319
25.89594645870129,320
24.061031239623016,321
21.786491691908648,322
19.70474155759735,323
17.95028658339514,324
16.379157841426736,325
15.06076530154882,326
13.081927945655764,327
10.823354492436934,328
8.119082499928371,329
5.612277355530732,330
3.349842558131245,331
2.8113727715083976,332
2.4298402176708462,333
2.5402772993275344,334
2.8583727939520345,335
3.1832241804487693,336
3.5713458171066166,337
4.477006776594473,338
5.319558111856892,339
6.633259913712159,340
7.362907504864574,341
7.63450365136634,342
